evidence_id,source_id,run_id,target_table,target_record_id,target_fields,evidence_type,value_status,source_section,source_locator,source_object_ref,evidence_text,evidence_summary,confidence,linked_issue_id,notes
EVID_P002_0030,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_NR_H2_025,yield_quality,PROD_48456Z_NR_H2_025,record_level,record_support,calculated,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,"PDF p. 11, Table 4",Table 4,"Table 4 reports 1.1763 g product, 17.06% yield, 1.35 g-CNT/g-cat and 36.81±24.72 nm.",17.06% carbon yield based on carbon feed; 1.35 g-CNTs/g-catalysts; MWCNT-reported heterogeneous CNT/carbon product; exact wall-count distribution uncertain; highly distributed CNT diameter; product mixture not fully quantified,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0031,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_NR_H2_050,yield_quality,PROD_48456Z_NR_H2_050,record_level,record_support,calculated,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,"PDF p. 11, Table 4",Table 4,"Table 4 reports 1.2401 g product, 17.06% yield, 1.47 g-CNT/g-cat and 35.72±22.82 nm.",17.06% carbon yield based on carbon feed; 1.47 g-CNTs/g-catalysts; MWCNT-reported heterogeneous CNT/carbon product; exact wall-count distribution uncertain; highly distributed CNT diameter; product mixture not fully quantified,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0032,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_NR_H2_100,yield_quality,PROD_48456Z_NR_H2_100,record_level,record_support,calculated,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,"PDF p. 7, Table 3; PDF p. 11, Table 4",Table 3; Table 4,"Tables 3-4 agree on 1.37 g-CNT/g-cat and 32.72±25.80 nm, but disagree on carbon-yield percentage.",10.85% in Table 3; 15.85% in Table 4 for same nR-wH2 / CH4:H2=1:2 condition; 1.37 g-CNTs/g-catalysts in both tables; MWCNT-reported heterogeneous CNT/carbon product; exact wall-count distribution uncertain; dense CNTs with some amorphous carbon; broad diameter distribution,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0033,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_NR_H2_150,yield_quality,PROD_48456Z_NR_H2_150,record_level,record_support,calculated,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,"PDF p. 11, Table 4",Table 4,"Table 4 reports 0.9669 g product, 10.51% yield, 0.93 g-CNT/g-cat and 30.81±19.64 nm.",10.51% carbon yield based on carbon feed; 0.93 g-CNTs/g-catalysts; MWCNT-reported heterogeneous CNT/carbon product; exact wall-count distribution uncertain; highly distributed CNT diameter,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0034,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_R_H2_000,yield_quality,PROD_48456Z_R_H2_000,record_level,record_support,calculated,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,"PDF pp. 4-9, Table 3",Table 3,"Table 3 reports 67.77% yield, 5.77 g-CNT/g-cat, 82.00% TGA carbon, 43.25±27.53 nm and IG/ID 2.58±0.49.",67.77% carbon yield based on carbon feed; 5.77 g-CNTs/g-catalysts; MWCNT-reported heterogeneous CNT/carbon product; exact wall-count distribution uncertain; dense CNTs with some amorphous carbon; broad diameter distribution,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0035,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_R_H2_100,yield_quality,PROD_48456Z_R_H2_100,record_level,record_support,calculated,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,"PDF pp. 4-9, Table 3",Table 3,"Table 3 reports 64.88% yield, 5.61 g-CNT/g-cat, 87.16% TGA carbon, 45.41±27.53 nm and IG/ID 2.56±0.24.",64.88% carbon yield based on carbon feed; 5.61 g-CNTs/g-catalysts; MWCNT-reported heterogeneous CNT/carbon product; exact wall-count distribution uncertain; dense CNTs with some amorphous carbon; broad diameter distribution,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0036,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_NR_H2_000,cost_scale_review,PAPER_2023_48456Z_NR_H2_000,record_level,record_support,reported,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,PDF pp. 2-4 and 15,not_reported,"0.5 g batch, 200 ml/min growth flow and 180 min reaction are reported; no scale or cost data.",0.5 g catalyst batch in quartz tube; scale-up discussed only as motivation for kinetic study; actual_0.5g_lab_batch; scale_up_motivation_only; First-pass facts only; no industrial score or reproduction recommendation.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0037,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_NR_H2_025,cost_scale_review,PAPER_2023_48456Z_NR_H2_025,record_level,record_support,reported,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,PDF pp. 9-11,not_reported,H2 co-feed adds gas demand but quantitative cost and utilization are not reported.,0.5 g catalyst lab batch; actual_0.5g_lab_batch; scale_up_motivation_only; First-pass facts only.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0038,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_NR_H2_050,cost_scale_review,PAPER_2023_48456Z_NR_H2_050,record_level,record_support,reported,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,"PDF pp. 9-11, Figs. 11-12 and Table 4",Figs.; Table 4,"The 1:1 ratio gives 1.47 g-CNT/g-cat, highest in the non-reduced concentration series.","0.5 g catalyst lab batch; actual_0.5g_lab_batch; scale_up_motivation_only; Reported optimum is source-specific, not an industrial recommendation.",high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0039,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_NR_H2_100,cost_scale_review,PAPER_2023_48456Z_NR_H2_100,record_level,record_support,reported,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,PDF pp. 7 and 11,not_reported,Same nR-wH2 run is reported in Tables 3-4 with conflicting carbon-yield percentages.,0.5 g catalyst lab batch; actual_0.5g_lab_batch; scale_up_motivation_only; Yield percentage conflict requires review; no score assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0040,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_NR_H2_150,cost_scale_review,PAPER_2023_48456Z_NR_H2_150,record_level,record_support,reported,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,PDF pp. 9-11,not_reported,Excess H2 reduces g-CNT/g-cat to 0.93; quantitative gas cost is absent.,0.5 g catalyst lab batch; actual_0.5g_lab_batch; scale_up_motivation_only; Excess-H2 failure condition retained without ranking.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0041,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_R_H2_000,cost_scale_review,PAPER_2023_48456Z_R_H2_000,record_level,record_support,reported,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,PDF pp. 4-7 and 13,not_reported,R-woH2 has the highest reported final product and g-CNT/g-cat among four overview routes.,"0.5 g catalyst lab batch; selected by authors for kinetic study; actual_0.5g_lab_batch; kinetic_scale_up_motivation_only; Reported best condition is retained as a source fact, not a reviewer recommendation.",high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0042,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_R_H2_100,cost_scale_review,PAPER_2023_48456Z_R_H2_100,record_level,record_support,reported,Experimental; Roles of hydrogen; Tables 2-4; Figs. 3-12,PDF pp. 4-7 and 10-13,not_reported,R-wH2 yields slightly less product than R-woH2 and H2 co-feed does not arrest deactivation.,0.5 g catalyst lab batch; 300 min stability comparison discussed separately; actual_0.5g_lab_batch; scale_up_motivation_only; H2 co-feed did not improve stability; no score assigned.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P002_0043,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,not_applicable,source_master,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,notes,source_observation,reported,not_separately_reported,"PDF p. 2, Catalyst preparation; PDF p. 3, Fig. 1",Fig. 1,calcination at 500 °C for 3 h,催化剂焙烧时间存在正文与图示冲突：Experimental 正文写 500 °C 3 h，Figure 1 流程图写 500 °C 5 h。正式字段保留冲突，不选择性覆盖。,high,ISS_P002_001,tags=calcination_time;source_conflict;catalyst_preparation; 焙烧时间会影响 Fe-Mo 相态与颗粒尺寸，复现实验前必须人工核对。; legacy_observation_id=OBS_SREP_2023_48456Z_001
EVID_P002_0044,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,not_applicable,source_master,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,notes,source_observation,reported,not_separately_reported,"PDF p. 2, CNTs synthesis; PDF p. 4, Table 2",Table 2,linearly increasing at a rate of 10 °C min−1,升温程序存在内部不一致：正文报告 10 °C/min 从室温升至目标温度，而 Table 2 标题写 30-900 °C 共 40 min；两者不能同时成立。,high,ISS_P002_002,tags=heating_schedule;source_conflict;reduction; 预还原停留和升温历程决定催化剂相变，不能把冲突值当作确定程序。; legacy_observation_id=OBS_SREP_2023_48456Z_002
EVID_P002_0045,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,PAPER_2023_48456Z_NR_H2_100,yield_quality,PROD_48456Z_NR_H2_100,yield_original,source_observation,reported,not_separately_reported,"PDF p. 7, Table 3; PDF p. 11, Table 4",Table 3; Table 4,nR-wH2 10.85 1.37,相同 nR-wH2 / CH4:H2=1:2 条件的 carbon yield 在 Table 3 为 10.85%，在 Table 4 为 15.85%；g-CNT/g-catalyst 均为 1.37。,high,ISS_P002_003,tags=yield_conflict;Table_3;Table_4;nR_wH2; 冲突影响跨条件产率排序；正式记录不应静默选择一个值。; legacy_observation_id=OBS_SREP_2023_48456Z_003
EVID_P002_0046,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,not_applicable,source_master,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,notes,source_observation,reported,not_separately_reported,"PDF p. 11, Table 4",Table 4,2:1 ... 17.06 ... 1.35; 1:1 ... 17.06 ... 1.47,Table 4 中 CH4:H2=2:1 与 1:1 均报告 17.06% yield，但 product weight 和 g-CNT/g-catalyst 分别不同；按原表保留并标记待复核。,high,ISS_P002_004,tags=Table_4;yield_definition;internal_consistency; 提示表格可能存在转录或定义问题，避免将相同百分比视为独立验证。; legacy_observation_id=OBS_SREP_2023_48456Z_004
EVID_P002_0047,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,not_applicable,source_master,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,notes,source_observation,reported,not_separately_reported,"PDF pp. 4-5, TGA discussion; PDF p. 7, Table 3",Table 3,therefore we can get carbon content from TGA,Table 3 的 %C (TGA) 是 as-prepared product 的碳含量；残余为催化剂和载体，不能当作纯化后 MWCNT 产品纯度。,high,ISS_P002_005,tags=TGA_carbon;purity_definition;residual_catalyst; 避免把总碳含量与 MWCNT 选择性、残留金属或应用级纯度混为一谈。; legacy_observation_id=OBS_SREP_2023_48456Z_005
EVID_P002_0048,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,not_applicable,source_master,P002_Chotmunkhongsin_2023_FeMo_MgO_H2_MWCNT,notes,source_observation,reported,not_separately_reported,"PDF pp. 4-7, morphology discussion and Fig. 6",Fig. 6,Dense CNTs were found in all SEM images included with some amorphous carbon,作者将产物称为 MWCNT，但正文未给出逐组壁数结果；Figure 6 标出 RBM，直径分布又包含 <5 nm 管，同时产物含无定形碳，因此不能把类型字段标成无杂质的 clean MWCNT success。,medium,ISS_P002_006,tags=CNT_type;RBM;wall_count_gap;mixed_product; 保留 MWCNT 主体判断，同时明确 SWCNT/DWCNT 未被排除且产品为混合固体。; legacy_observation_id=OBS_SREP_2023_48456Z_006
