run_id,process_stage_id,stage_order,stage_type,reactor_type,scale_level,reactor_material,reactor_size_summary,reactor_setup_summary,catalyst_loading_mass_g,temperature_setpoint_C,temperature_range_reported_C,temperature_program_summary,holding_time_min,heating_rate_C_min,cooling_condition,pressure_original,pressure_kPa,carbon_source,carbon_source_flow_original,carbon_source_flow_sccm,reducing_gas,reducing_gas_flow_original,reducing_gas_flow_sccm,inert_gas,inert_gas_flow_original,inert_gas_flow_sccm,cofeed_or_reactive_gas,cofeed_flow_original,cofeed_flow_sccm,total_flow_original,total_flow_sccm,gas_composition_summary,GHSV_or_residence_time,process_note
PAPER_2023_48456Z_NR_H2_100,NR100_S02_GROWTH,2,growth,quartz tube reactor in furnace,lab_batch_0.5g_tube_reactor,quartz,not_reported,quartz boat at reactor center,0.5,900,not_reported,not_reported,180,not_reported,not_applicable,not_reported,not_reported,CH4,50 ml/min,50,H2,100 ml/min,100,N2,50 ml/min,50,not_reported,not_reported,not_reported,200 ml/min,200,CH4:H2:N2 = 50:100:50 sccm,not_reported,Reported in Table 2 and concentration series.
PAPER_2023_48456Z_NR_H2_100,NR100_S03_COOLING,3,cooling,quartz tube reactor in furnace,lab_batch_0.5g_tube_reactor,quartz,not_reported,not_reported,0.5,not_reported,not_reported,start 900 C,not_reported,not_reported,cooled to room temperature in N2,not_reported,not_reported,not_applicable,not_reported,not_reported,not_applicable,not_reported,not_reported,N2,flow not reported for cooling,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,N2 only; flow not reported,not_reported,not_reported
PAPER_2023_48456Z_NR_H2_150,NR150_S01_HEATING,1,heating,quartz tube reactor in furnace,lab_batch_0.5g_tube_reactor,quartz,not_reported,quartz boat at reactor center; thermocouple shown over reactor center in Fig. 2,0.5,900,30-900,start 30 C,40,10,not_applicable,not_reported,not_reported,not_applicable,not_reported,not_reported,not_applicable,not_reported,not_reported,N2,150 ml/min,150,not_reported,not_reported,not_reported,150 ml/min,150,N2 only,not_reported,Heating schedule conflict retained; no H2 pre-reduction.
PAPER_2023_48456Z_NR_H2_150,NR150_S02_GROWTH,2,growth,quartz tube reactor in furnace,lab_batch_0.5g_tube_reactor,quartz,not_reported,quartz boat at reactor center,0.5,900,not_reported,not_reported,180,not_reported,not_applicable,not_reported,not_reported,CH4,50 ml/min,50,H2,150 ml/min,150,N2,[calculated] 0 ml/min,0,not_reported,not_reported,not_reported,200 ml/min,200,CH4:H2:N2 = 50:150:0 sccm,not_reported,[calculated] N2 = 200 - 50 CH4 - 150 H2 = 0 sccm.
PAPER_2023_48456Z_NR_H2_150,NR150_S03_COOLING,3,cooling,quartz tube reactor in furnace,lab_batch_0.5g_tube_reactor,quartz,not_reported,not_reported,0.5,not_reported,not_reported,start 900 C,not_reported,not_reported,cooled to room temperature in N2,not_reported,not_reported,not_applicable,not_reported,not_reported,not_applicable,not_reported,not_reported,N2,flow not reported for cooling,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,N2 only; flow not reported,not_reported,not_reported
PAPER_2023_48456Z_R_H2_000,R000_S01_REDUCTION,1,reduction,quartz tube reactor in furnace,lab_batch_0.5g_tube_reactor,quartz,not_reported,quartz boat at reactor center; thermocouple shown over reactor center in Fig. 2,0.5,900,30-900,start 30 C,40,10,not_applicable,not_reported,not_reported,not_applicable,not_reported,not_reported,H2,100 ml/min,100,N2,50 ml/min,50,not_reported,not_reported,not_reported,150 ml/min,150,N2:H2 = 50:100 sccm,not_reported,Internal conflict: 10 °C/min in text versus 30-900 °C over 40 min in Table 2.
PAPER_2023_48456Z_R_H2_000,R000_S02_GROWTH,2,growth,quartz tube reactor in furnace,lab_batch_0.5g_tube_reactor,quartz,not_reported,quartz boat at reactor center,0.5,900,not_reported,not_reported,180,not_reported,not_applicable,not_reported,not_reported,CH4,50 ml/min,50,H2,0 ml/min,0,N2,150 ml/min,150,not_reported,not_reported,not_reported,200 ml/min,200,CH4:N2 = 50:150 sccm,not_reported,Highest-yield overview condition; no H2 co-feed after H2 pre-reduction.
PAPER_2023_48456Z_R_H2_000,R000_S03_COOLING,3,cooling,quartz tube reactor in furnace,lab_batch_0.5g_tube_reactor,quartz,not_reported,not_reported,0.5,not_reported,not_reported,start 900 C,not_reported,not_reported,cooled to room temperature in N2,not_reported,not_reported,not_applicable,not_reported,not_reported,not_applicable,not_reported,not_reported,N2,flow not reported for cooling,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,N2 only; flow not reported,not_reported,not_reported
PAPER_2023_48456Z_R_H2_100,R100_S01_REDUCTION,1,reduction,quartz tube reactor in furnace,lab_batch_0.5g_tube_reactor,quartz,not_reported,quartz boat at reactor center; thermocouple shown over reactor center in Fig. 2,0.5,900,30-900,start 30 C,40,10,not_applicable,not_reported,not_reported,not_applicable,not_reported,not_reported,H2,100 ml/min,100,N2,50 ml/min,50,not_reported,not_reported,not_reported,150 ml/min,150,N2:H2 = 50:100 sccm,not_reported,Heating-duration conflict retained.
PAPER_2023_48456Z_R_H2_100,R100_S02_GROWTH,2,growth,quartz tube reactor in furnace,lab_batch_0.5g_tube_reactor,quartz,not_reported,quartz boat at reactor center,0.5,900,not_reported,not_reported,180,not_reported,not_applicable,not_reported,not_reported,CH4,50 ml/min,50,H2,100 ml/min,100,N2,50 ml/min,50,not_reported,not_reported,not_reported,200 ml/min,200,CH4:H2:N2 = 50:100:50 sccm,not_reported,H2 combined process: H2 in pre-reduction and growth.
PAPER_2023_48456Z_R_H2_100,R100_S03_COOLING,3,cooling,quartz tube reactor in furnace,lab_batch_0.5g_tube_reactor,quartz,not_reported,not_reported,0.5,not_reported,not_reported,start 900 C,not_reported,not_reported,cooled to room temperature in N2,not_reported,not_reported,not_applicable,not_reported,not_reported,not_applicable,not_reported,not_reported,N2,flow not reported for cooling,not_reported,not_reported,not_reported,not_reported,not_reported,not_reported,N2 only; flow not reported,not_reported,not_reported
