evidence_id,source_id,run_id,target_table,target_record_id,target_fields,evidence_type,value_status,source_section,source_locator,source_object_ref,evidence_text,evidence_summary,confidence,linked_issue_id,notes
EVID_P005_0011,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMR_3H,reactor_process_gas,P005_NMR_3H_GROWTH,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,pp.2-3 Production process; stability section,not_reported,"60% CH4/40% CO2 at 400 mL/min and 800 C; GHSV 48,000; 3 h.",growth; 800; CH4:CO2=1.5:1; Activity/stability test for 3 h.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0012,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMR_3H,reactor_process_gas,P005_NMR_3H_COOL,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"p.3, Production process",not_reported,Cooled under inert He after run.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0013,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMC_3H,reactor_process_gas,P005_NMC_3H_PRETREAT,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"p.2, Pretreatment of catalyst",not_reported,"Oxide precursor treated under O2, H2, or CH4 at 100 mL/min; 700 C for 1 h.","pretreatment; 700; CH4 pretreatment; CH4 100 mL/min, 700 C, 1 h",high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0014,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMC_3H,reactor_process_gas,P005_NMC_3H_GROWTH,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,pp.2-3 Production process; stability section,not_reported,"60% CH4/40% CO2 at 400 mL/min and 800 C; GHSV 48,000; 3 h.",growth; 800; CH4:CO2=1.5:1; Activity/stability test for 3 h.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0015,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMC_3H,reactor_process_gas,P005_NMC_3H_COOL,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"p.3, Production process",not_reported,Cooled under inert He after run.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0016,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMO_24H,reactor_process_gas,P005_NMO_24H_PRETREAT,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"p.2, Pretreatment of catalyst",not_reported,"Oxide precursor treated under O2, H2, or CH4 at 100 mL/min; 700 C for 1 h.","pretreatment; 700; O2 pretreatment; O2 100 mL/min, 700 C, 1 h",high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0017,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMO_24H,reactor_process_gas,P005_NMO_24H_GROWTH,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,pp.2-3 Production process; stability section,not_reported,"60% CH4/40% CO2 at 160 mL/min and 800 C; GHSV 48,000; 24 h.",growth; 800; CH4:CO2=1.5:1; Activity/stability test for 24 h.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0018,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMO_24H,reactor_process_gas,P005_NMO_24H_COOL,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"p.3, Production process",not_reported,Cooled under inert He after run.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0019,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMR_24H,reactor_process_gas,P005_NMR_24H_PRETREAT,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"p.2, Pretreatment of catalyst",not_reported,"Oxide precursor treated under O2, H2, or CH4 at 100 mL/min; 700 C for 1 h.","pretreatment; 700; H2 pretreatment; H2 100 mL/min, 700 C, 1 h",high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0020,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMR_24H,reactor_process_gas,P005_NMR_24H_GROWTH,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,pp.2-3 Production process; stability section,not_reported,"60% CH4/40% CO2 at 160 mL/min and 800 C; GHSV 48,000; 24 h.",growth; 800; CH4:CO2=1.5:1; Activity/stability test for 24 h.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0021,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMR_24H,reactor_process_gas,P005_NMR_24H_COOL,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"p.3, Production process",not_reported,Cooled under inert He after run.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0022,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMC_24H,reactor_process_gas,P005_NMC_24H_PRETREAT,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"p.2, Pretreatment of catalyst",not_reported,"Oxide precursor treated under O2, H2, or CH4 at 100 mL/min; 700 C for 1 h.","pretreatment; 700; CH4 pretreatment; CH4 100 mL/min, 700 C, 1 h",high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0023,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMC_24H,reactor_process_gas,P005_NMC_24H_GROWTH,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,pp.2-3 Production process; stability section,not_reported,"60% CH4/40% CO2 at 160 mL/min and 800 C; GHSV 48,000; 24 h.",growth; 800; CH4:CO2=1.5:1; Activity/stability test for 24 h.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0024,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMC_24H,reactor_process_gas,P005_NMC_24H_COOL,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"p.3, Production process",not_reported,Cooled under inert He after run.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0025,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMO_3H,yield_quality,P005_NMO_3H_PRODUCT,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"pp.9-16, Tables 4-5",Tables,no CNT yield detected,no CNT yield detected; no_CNT; no carbon nanofilaments,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0026,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMR_3H,yield_quality,P005_NMR_3H_PRODUCT,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"pp.9-16, Tables 4-5",Tables,8.78 gCNT/gCat; CNT carbon yield 19.81%,8.78 gCNT/gCat; CNT carbon yield 19.81%; MWCNT; bamboo-like MWCNTs; irregular larger particles,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0027,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMC_3H,yield_quality,P005_NMC_3H_PRODUCT,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"pp.9-16, Tables 4-5",Tables,9.95 gCNT/gCat; CNT carbon yield 22.39%,9.95 gCNT/gCat; CNT carbon yield 22.39%; MWCNT; bamboo-like MWCNTs; smaller uniform diameter,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0028,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMO_24H,yield_quality,P005_NMO_24H_PRODUCT,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"pp.9-16, Tables 6-8",Tables,no CNT yield detected,no CNT yield detected; no_CNT; no carbon nanofilaments; broad catalyst/particle features,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0029,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMR_24H,yield_quality,P005_NMR_24H_PRODUCT,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"pp.9-16, Tables 6-8",Tables,16.53 gCNT/gCat; CNT carbon yield 28.45%,16.53 gCNT/gCat; CNT carbon yield 28.45%; MWCNT; MWCNTs; reduced catalyst deactivated after about 1 h,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0030,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMC_24H,yield_quality,P005_NMC_24H_PRODUCT,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,"pp.9-16, Tables 6-8",Tables,20.15 gCNT/gCat; CNT carbon yield 35.52%,"20.15 gCNT/gCat; CNT carbon yield 35.52%; MWCNT; smaller, narrower MWCNTs; stable carbide catalyst",high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0031,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMO_3H,cost_scale_review,P005_NMO_3H,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,Experimental and Table 4,Table 4,0.5 g catalyst at 800 C for 3 h; no quantitative cost model.,laboratory quartz-tube experiment; actual_0.5g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0032,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMR_3H,cost_scale_review,P005_NMR_3H,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,Experimental and Table 4,Table 4,0.5 g catalyst at 800 C for 3 h; no quantitative cost model.,laboratory quartz-tube experiment; actual_0.5g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0033,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMC_3H,cost_scale_review,P005_NMC_3H,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,Experimental and Table 4,Table 4,0.5 g catalyst at 800 C for 3 h; no quantitative cost model.,laboratory quartz-tube experiment; actual_0.5g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0034,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMO_24H,cost_scale_review,P005_NMO_24H,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,Experimental and Table 6,Table 6,0.2 g catalyst at 800 C for 24 h; no quantitative cost model.,laboratory quartz-tube experiment; actual_0.2g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0035,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMR_24H,cost_scale_review,P005_NMR_24H,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,Experimental and Table 6,Table 6,0.2 g catalyst at 800 C for 24 h; no quantitative cost model.,laboratory quartz-tube experiment; actual_0.2g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0036,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,P005_NMC_24H,cost_scale_review,P005_NMC_24H,record_level,record_support,reported,Experimental; Tables 1-8; Figs. 1-12,Experimental and Table 6,Table 6,0.2 g catalyst at 800 C for 24 h; no quantitative cost model.,laboratory quartz-tube experiment; actual_0.2g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P005_0037,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,not_applicable,source_master,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,notes,source_observation,reported,not_separately_reported,"p.12, Stability test",not_reported,contact between Ni and Mo2C phases could exhibit dual-active sites,Ni-Mo2C redox cycle was proposed to sustain activity by coupling CO2 activation and CH4 dissociation.,high,not_applicable,tags=Mo2C;redox_cycle;stability; Mechanistic basis for carbide pretreatment and long-life operation.; legacy_observation_id=OBS_P005_001
EVID_P005_0038,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,not_applicable,source_master,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,notes,source_observation,reported,not_separately_reported,"p.12, Stability test",not_reported,NM-R could be active in a short period for only 1 h,Conventional H2-reduced NM-R lost activity after about 1 h in the 24 h test.,high,not_applicable,tags=NM-R;deactivation; Important durability limitation hidden by the 3 h aggregate result.; legacy_observation_id=OBS_P005_002
EVID_P005_0039,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,not_applicable,source_master,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,notes,source_observation,reported,not_separately_reported,"p.13, Table 6 discussion",Table 6,there is no carbon nanofilaments are detected on the NM-O catalyst,Oxide NM-O did not form CNTs under the tested biogas process.,high,not_applicable,tags=NM-O;no_CNT; Negative pretreatment control.; legacy_observation_id=OBS_P005_003
EVID_P005_0040,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,not_applicable,source_master,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,notes,source_observation,reported,not_separately_reported,p.9 Table 4 and p.10 Fig. 7,Table 4; Fig. 7,Table 4: 89.77/90.86%; Fig. 7: 89.5/91.1%,The 3 h TGA values differ slightly between Table 4 and Fig. 7 labels.,high,ISS_P005_001,tags=TGA;internal_inconsistency; First pass uses table values; reviewer should confirm preferred source.; legacy_observation_id=OBS_P005_004
EVID_P005_0041,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,not_applicable,source_master,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,notes,source_observation,reported,not_separately_reported,"p.9, TGA discussion",not_reported,remaining mass ... unreacted catalysts retained in the sample,Purity values are TGA carbon fractions before purification.,high,ISS_P005_002,tags=TGA;purity; Prevents application-grade purity overstatement.; legacy_observation_id=OBS_P005_005
EVID_P005_0042,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,not_applicable,source_master,P005_Saconsint_2023_NiMo_Carbide_Biogas_CNT,notes,source_observation,reported,not_separately_reported,pp.12-14,not_reported,carbide Ni-Mo catalyst ... excellent stability over the long-term test period (24 h),"NM-C maintained 24 h laboratory stability, but only at 0.2 g catalyst and 160 mL/min feed.",high,not_applicable,tags=24h;lab_scale; Valuable durability evidence with explicit lab-scale boundary.; legacy_observation_id=OBS_P005_006
