evidence_id,source_id,run_id,target_table,target_record_id,target_fields,evidence_type,value_status,source_section,source_locator,source_object_ref,evidence_text,evidence_summary,confidence,linked_issue_id,notes
EVID_P006_0011,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T700_R15_3H,reactor_process_gas,P006_T700_R15_3H_COOL,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.4, Catalytic evaluation",not_reported,Helium introduced after reaction for cooling.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0012,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R15_3H,reactor_process_gas,P006_T800_R15_3H_REDUCTION,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.3, Catalytic evaluation",not_reported,Heated to 1000 C at 10 C/min under H2 75 mL/min.,reduction; 1000; H2 reduction; H2 activation before reaction.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0013,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R15_3H,reactor_process_gas,P006_T800_R15_3H_GROWTH,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"pp.3-4, Catalytic evaluation",not_reported,"CH4:CO2=1.5:1, total 400 mL/min across 0.5 g catalyst at 800 C for 3 h.",growth; 800; CH4:CO2=1.5:1; Temperature-series run.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0014,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R15_3H,reactor_process_gas,P006_T800_R15_3H_COOL,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.4, Catalytic evaluation",not_reported,Helium introduced after reaction for cooling.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0015,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T900_R15_3H,reactor_process_gas,P006_T900_R15_3H_REDUCTION,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.3, Catalytic evaluation",not_reported,Heated to 1000 C at 10 C/min under H2 75 mL/min.,reduction; 1000; H2 reduction; H2 activation before reaction.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0016,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T900_R15_3H,reactor_process_gas,P006_T900_R15_3H_GROWTH,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"pp.3-4, Catalytic evaluation",not_reported,"CH4:CO2=1.5:1, total 400 mL/min across 0.5 g catalyst at 900 C for 3 h.",growth; 900; CH4:CO2=1.5:1; Temperature-series run.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0017,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T900_R15_3H,reactor_process_gas,P006_T900_R15_3H_COOL,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.4, Catalytic evaluation",not_reported,Helium introduced after reaction for cooling.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0018,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T1000_R15_3H,reactor_process_gas,P006_T1000_R15_3H_REDUCTION,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.3, Catalytic evaluation",not_reported,Heated to 1000 C at 10 C/min under H2 75 mL/min.,reduction; 1000; H2 reduction; H2 activation before reaction.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0019,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T1000_R15_3H,reactor_process_gas,P006_T1000_R15_3H_GROWTH,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"pp.3-4, Catalytic evaluation",not_reported,"CH4:CO2=1.5:1, total 400 mL/min across 0.5 g catalyst at 1000 C for 3 h.",growth; 1000; CH4:CO2=1.5:1; Temperature-series run.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0020,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T1000_R15_3H,reactor_process_gas,P006_T1000_R15_3H_COOL,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.4, Catalytic evaluation",not_reported,Helium introduced after reaction for cooling.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0021,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T1100_R15_3H,reactor_process_gas,P006_T1100_R15_3H_REDUCTION,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.3, Catalytic evaluation",not_reported,Heated to 1000 C at 10 C/min under H2 75 mL/min.,reduction; 1000; H2 reduction; H2 activation before reaction.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0022,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T1100_R15_3H,reactor_process_gas,P006_T1100_R15_3H_GROWTH,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"pp.3-4, Catalytic evaluation",not_reported,"CH4:CO2=1.5:1, total 400 mL/min across 0.5 g catalyst at 1100 C for 3 h.",growth; 1100; CH4:CO2=1.5:1; Temperature-series run.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0023,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T1100_R15_3H,reactor_process_gas,P006_T1100_R15_3H_COOL,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.4, Catalytic evaluation",not_reported,Helium introduced after reaction for cooling.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0024,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R10_3H,reactor_process_gas,P006_T800_R10_3H_REDUCTION,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.3, Catalytic evaluation",not_reported,Heated to 1000 C at 10 C/min under H2 75 mL/min.,reduction; 1000; H2 reduction; H2 activation before reaction.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0025,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R10_3H,reactor_process_gas,P006_T800_R10_3H_GROWTH,record_level,record_support,calculated,Experimental; Tables 2-5; Figs. 4-9,"pp.3-4, Catalytic evaluation",not_reported,"CH4:CO2=1:1, total 400 mL/min across 0.5 g catalyst at 800 C for 3 h.",growth; 800; CH4:CO2=1:1; Biogas-composition series; component flows calculated from total flow and reported ratio.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0026,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R10_3H,reactor_process_gas,P006_T800_R10_3H_COOL,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.4, Catalytic evaluation",not_reported,Helium introduced after reaction for cooling.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0027,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R05_3H,reactor_process_gas,P006_T800_R05_3H_REDUCTION,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.3, Catalytic evaluation",not_reported,Heated to 1000 C at 10 C/min under H2 75 mL/min.,reduction; 1000; H2 reduction; H2 activation before reaction.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0028,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R05_3H,reactor_process_gas,P006_T800_R05_3H_GROWTH,record_level,record_support,calculated,Experimental; Tables 2-5; Figs. 4-9,"pp.3-4, Catalytic evaluation",not_reported,"CH4:CO2=0.5:1, total 400 mL/min across 0.5 g catalyst at 800 C for 3 h.",growth; 800; CH4:CO2=0.5:1; Biogas-composition series; component flows calculated from total flow and reported ratio.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0029,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R05_3H,reactor_process_gas,P006_T800_R05_3H_COOL,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.4, Catalytic evaluation",not_reported,Helium introduced after reaction for cooling.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0030,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R15_20H,reactor_process_gas,P006_T800_R15_20H_REDUCTION,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.3, Catalytic evaluation",not_reported,Heated to 1000 C at 10 C/min under H2 75 mL/min.,reduction; 1000; H2 reduction; H2 activation before reaction.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0031,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R15_20H,reactor_process_gas,P006_T800_R15_20H_GROWTH,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"pp.3-4, Catalytic evaluation",not_reported,"CH4:CO2=1.5:1, total 200 mL/min across 0.25 g catalyst at 800 C for 20 h.",growth; 800; CH4:CO2=1.5:1; Durability run; half catalyst mass and feed flow relative to 3 h test.,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0032,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R15_20H,reactor_process_gas,P006_T800_R15_20H_COOL,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"p.4, Catalytic evaluation",not_reported,Helium introduced after reaction for cooling.,cooling; He cooling,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0033,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T700_R15_3H,yield_quality,P006_T700_R15_3H_PRODUCT,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.8-12,not_reported,Table 2 yield/purity; Table 3 morphology; Fig. 7 Raman IG/ID=0.76.,0.38 gProduct/gCat-h; carbon yield 0.2%; MWCNT; distorted/rough MWCNTs; amorphous-carbon deactivation,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0034,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R15_3H,yield_quality,P006_T800_R15_3H_PRODUCT,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.8-12,not_reported,Table 2 yield/purity; Table 3 morphology; Fig. 7 Raman IG/ID=1.27.,2.6 gProduct/gCat-h; carbon yield 11.8%; MWCNT; dense distorted/rough MWCNTs; narrow distribution,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0035,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T900_R15_3H,yield_quality,P006_T900_R15_3H_PRODUCT,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.8-12,not_reported,Table 2 yield/purity; Table 3 morphology; Fig. 7 Raman IG/ID=1.78.,2.5 gProduct/gCat-h; carbon yield 11.3%; MWCNT; dense straight/rough MWCNTs,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0036,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T1000_R15_3H,yield_quality,P006_T1000_R15_3H_PRODUCT,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.8-12,not_reported,Table 2 yield/purity; Table 3 morphology; Fig. 7 Raman IG/ID=3.69.,0.75 gProduct/gCat-h; carbon yield 2.1%; MWCNT; straight/smooth MWCNTs; smallest diameter,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0037,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T1100_R15_3H,yield_quality,P006_T1100_R15_3H_PRODUCT,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.8-12,not_reported,Table 2 yield/purity; Table 3 morphology; Fig. 7 Raman IG/ID=1.37.,0.5 gProduct/gCat-h; carbon yield 0.9%; MWCNT; straight/smooth but broad MWCNTs; Ni agglomeration,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0038,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R10_3H,yield_quality,P006_T800_R10_3H_PRODUCT,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"pp.13-16, biogas composition section",not_reported,small amount of MWCNTs only at catalyst edge,qualitative only; yield decreases with lower CH4 fraction; MWCNT-containing sparse product; small amount of MWCNTs only at catalyst edge,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0039,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R05_3H,yield_quality,P006_T800_R05_3H_PRODUCT,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"pp.13-16, biogas composition section",not_reported,CNTs extremely scarce or absent; Mo oxide rods observed,qualitative only; yield decreases with lower CH4 fraction; no_CNT_or_trace; CNTs extremely scarce or absent; Mo oxide rods observed,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0040,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R15_20H,yield_quality,P006_T800_R15_20H_PRODUCT,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"pp.16-18, Durability section and Table 6",section and; Table 6,"20 h product mean diameter 21.2 nm, SD 3.6 nm, 12-21 walls.",qualitative continuous CNT growth; exact 20 h yield not tabulated; MWCNT; dense entangled MWCNT network; longer tubes,high,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0041,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T700_R15_3H,cost_scale_review,P006_T700_R15_3H,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.3-4 and Table 2,Table 2,0.5 g catalyst and 400 mL/min model biogas in lab fixed bed.,laboratory quartz-tube experiment; actual_0.5g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0042,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R15_3H,cost_scale_review,P006_T800_R15_3H,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.3-4 and Table 2,Table 2,0.5 g catalyst and 400 mL/min model biogas in lab fixed bed.,laboratory quartz-tube experiment; actual_0.5g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0043,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T900_R15_3H,cost_scale_review,P006_T900_R15_3H,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.3-4 and Table 2,Table 2,0.5 g catalyst and 400 mL/min model biogas in lab fixed bed.,laboratory quartz-tube experiment; actual_0.5g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0044,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T1000_R15_3H,cost_scale_review,P006_T1000_R15_3H,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.3-4 and Table 2,Table 2,0.5 g catalyst and 400 mL/min model biogas in lab fixed bed.,laboratory quartz-tube experiment; actual_0.5g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0045,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T1100_R15_3H,cost_scale_review,P006_T1100_R15_3H,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.3-4 and Table 2,Table 2,0.5 g catalyst and 400 mL/min model biogas in lab fixed bed.,laboratory quartz-tube experiment; actual_0.5g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0046,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R10_3H,cost_scale_review,P006_T800_R10_3H,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.13-16,not_reported,0.5 g catalyst and 400 mL/min model biogas in lab fixed bed.,laboratory quartz-tube experiment; actual_0.5g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0047,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R05_3H,cost_scale_review,P006_T800_R05_3H,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,pp.13-16,not_reported,0.5 g catalyst and 400 mL/min model biogas in lab fixed bed.,laboratory quartz-tube experiment; actual_0.5g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0048,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,P006_T800_R15_20H,cost_scale_review,P006_T800_R15_20H,record_level,record_support,reported,Experimental; Tables 2-5; Figs. 4-9,"pp.16-18, Figs. 16-17 and Table 6",Figs.; Table 6,"0.25 g catalyst, 200 mL/min biogas, 20 h lab durability test.",laboratory quartz-tube experiment; actual_0.25g_lab_fixed_bed; First-pass reported facts only; no industrial score or recommendation assigned.,medium,not_applicable,migrated_from_v0.3_row_evidence
EVID_P006_0049,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,not_applicable,source_master,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,notes,source_observation,reported,not_separately_reported,p.1 abstract; pp.6-7,not_reported,rapid catalyst deactivation within 3 h due to the formation of amorphous carbon,At 700 C amorphous carbon rapidly deactivated the catalyst within 3 h.,high,not_applicable,tags=700C;amorphous_carbon;deactivation; Defines the lower-temperature failure boundary.; legacy_observation_id=OBS_P006_001
EVID_P006_0050,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,not_applicable,source_master,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,notes,source_observation,reported,not_separately_reported,p.1 abstract; pp.8-10,not_reported,"agglomeration of Ni particles, resulting in a larger size of CNTs",At 1100 C Ni particle agglomeration broadened and enlarged CNT diameter.,high,not_applicable,tags=1100C;sintering; Defines the upper-temperature sintering boundary.; legacy_observation_id=OBS_P006_002
EVID_P006_0051,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,not_applicable,source_master,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,notes,source_observation,reported,not_separately_reported,p.1 abstract; Tables 2-3,Tables,smallest diameter and the highest graphitization ... at 1000 C,"800 C maximized yield, while 1000 C produced the smallest and most graphitized CNTs.",high,not_applicable,tags=temperature;tradeoff; Captures yield-quality tradeoff without choosing a reviewer-preferred condition.; legacy_observation_id=OBS_P006_003
EVID_P006_0052,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,not_applicable,source_master,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,notes,source_observation,reported,not_separately_reported,pp.13-16,not_reported,the higher concentration of carbon dioxide ... the less MWCNTs can be obtained,Increasing CO2 suppressed CNT growth and promoted Mo oxide phases/rods.,high,not_applicable,tags=CO2;MoO3;CNT_suppression; Important feed-composition failure mode.; legacy_observation_id=OBS_P006_004
EVID_P006_0053,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,not_applicable,source_master,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,notes,source_observation,reported,not_separately_reported,p.18 conclusion,not_reported,promising condition for mass production,"Authors call 800 C promising for mass production, but demonstrated only 0.5 g/0.25 g fixed-bed tests.",high,not_applicable,tags=scale_claim;lab_scale; Separates claimed relevance from demonstrated scale.; legacy_observation_id=OBS_P006_005
EVID_P006_0054,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,not_applicable,source_master,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,notes,source_observation,reported,not_separately_reported,"p.16, Durability section",not_reported,deactivated during the first 6 h ... Afterward ... stable,20 h run showed initial 6 h deactivation followed by near-constant performance.,high,not_applicable,tags=20h;stability; More nuanced than a simple stable/unstable label.; legacy_observation_id=OBS_P006_006
EVID_P006_0055,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,not_applicable,source_master,P006_Saetang_2024_NiMo_MgO_Biogas_CNT,notes,source_observation,reported,not_separately_reported,p.4 and Table 6,Table 6,initial weight of catalyst was reduced to 0.25 g with a biogas flow of 200 ml/min,20 h diameter comparison is confounded by simultaneous changes in catalyst mass and feed flow.,high,ISS_P006_001,tags=confounding;diameter; Prevents attributing diameter change solely to time on stream.; legacy_observation_id=OBS_P006_007
